"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","ICINIS 2009 - Proceedings of the 2nd International Conference on Intelligent Networks and Intelligent Systems","2009","ICINIS 2009 - Proceedings of the 2nd International Conference on Intelligent Networks and Intelligent Systems","","","","","","729","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-77949591584&partnerID=40&md5=b2eca691f835d766f190dfc68a40c92a","Conference review","Final","","Scopus","2-s2.0-77949591584"
"Chen P.; Cai Y.; Li J.; Meng J.; Feng H.; Jin S.","Chen, Pengchao (58611542400); Cai, Yongjun (59613868900); Li, Jun (57201409832); Meng, Jia (55231645300); Feng, Hao (35242210000); Jin, Shijiu (7401822907)","58611542400; 59613868900; 57201409832; 55231645300; 35242210000; 7401822907","Study on modified mach-zehnder interferometer based pipeline security and pre-warning system; [Study on modified mach-zehnder interferometer based pipeline security and pre-warning system]","2009","Chinese Journal of Sensors and Actuators","22","11","","1661","1664","3","9","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-76749144598&partnerID=40&md5=92f4d4009c5576f813f5ffdf56707712","Article","Final","","Scopus","2-s2.0-76749144598"
"Scharfenberg B.; Graham K.","Scharfenberg, Bill (6508340159); Graham, Katie (36879929000)","6508340159; 36879929000","Security in pipelines","2004","Pipeline World","","1 FEB.","","46","47","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-1642603326&partnerID=40&md5=1ad89a507a3583d927c7b9708d670be8","Review","Final","","Scopus","2-s2.0-1642603326"
"","","","Government news: New testimony on pipeline safety released to U.S. Congress","2006","Materials Performance","45","5","","6","","","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-33744954943&partnerID=40&md5=705b04e1722348c5037317dad499b906","Note","Final","","Scopus","2-s2.0-33744954943"
"Sariibrahimoglu L.","Sariibrahimoglu, Lale (8671152200)","8671152200","TAI, Aermacchi to co-operate on M-311 trainer","2005","Jane's Defence Weekly","","JUNE","","","","2","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84860986388&partnerID=40&md5=938bbe447cc465e0eb30da97a34b6aff","Short survey","Final","","Scopus","2-s2.0-84860986388"
"Tchistiakov A.; Jellema J.","Tchistiakov, A. (36900895200); Jellema, J. (6507970076)","36900895200; 6507970076","Implementation of ISO-14000 standards in routine environmental management of oil and gas fields by means of GIS and remote sensing","2001","Canadian International Petroleum Conference 2001, CIPC 2001","","","","","","","1","10.2118/2001-075","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85088067221&doi=10.2118%2f2001-075&partnerID=40&md5=36443546399573f2a69272597b8d0dd2","Conference paper","Final","","Scopus","2-s2.0-85088067221"
"Geiger G.; Hazel T.; Vogt D.","Geiger, Gerhard (56243083100); Hazel, Terence (6602145651); Vogt, Daniel (36775563500)","56243083100; 6602145651; 36775563500","Integrated scada-based approach for pipeline security and operation","2010","Record of Conference Papers - Annual Petroleum and Chemical Industry Conference","","","5666821","","","","6","10.1109/PCIC.2010.5666821","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-78651389620&doi=10.1109%2fPCIC.2010.5666821&partnerID=40&md5=c07a7a4754701cfbda03bd509c646538","Conference paper","Final","","Scopus","2-s2.0-78651389620"
"Fan W.; Chen Y.; Xie B.","Fan, Wenyou (35223239000); Chen, Ye (57196264983); Xie, Banghua (35224367000)","35223239000; 57196264983; 35224367000","The establishment of gas-pipeline security manage platform based on GIS","2009","Proc. International Conference on Pipelines and Trenchless Technology 2009, ICPTT 2009: Advances and Experiences with Pipelines and Trenchless Technology for Water, Sewer, Gas, and Oil Applications","361","","","1809","1819","10","0","10.1061/41073(361)190","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-72149103582&doi=10.1061%2f41073%28361%29190&partnerID=40&md5=508a0455320159b2e59703e954293d47","Conference paper","Final","","Scopus","2-s2.0-72149103582"
"Zhang W.; Yang G.; Zhou Z.","Zhang, Weipan (55385578500); Yang, Guoan (57207099322); Zhou, Zhiyong (55728215200)","55385578500; 57207099322; 55728215200","The vibration analysis and improvements of compressor and pipeline for reforming hydrogen device","2012","Advanced Materials Research","562-564","","","1003","1006","3","1","10.4028/www.scientific.net/AMR.562-564.1003","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84867304499&doi=10.4028%2fwww.scientific.net%2fAMR.562-564.1003&partnerID=40&md5=60f44b2d6c45286301983b648b4879c0","Conference paper","Final","","Scopus","2-s2.0-84867304499"
"","","","India rethinking stance on gas pipeline","2010","Pipeline and Gas Journal","237","6","","","","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85117434892&partnerID=40&md5=58250a5d40f67184eca7626860ef97d8","Note","Final","","Scopus","2-s2.0-85117434892"
"Sun J.; Jin S.; Sun J.","Sun, Jiedi (9232803200); Jin, Shijiu (7401822907); Sun, Jian (57198441234)","9232803200; 7401822907; 57198441234","Monitoring and pre-warning system for security of pipelines based on data fusion of multi-seismic sensors","2009","Shiyou Xuebao/Acta Petrolei Sinica","30","3","","465","468","3","8","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-66349093463&partnerID=40&md5=7816f26c18430b8d3b2c4086d4dec72e","Article","Final","","Scopus","2-s2.0-66349093463"
"Place T.; Sasaki G.; Cathrea C.; Holm M.","Place, Trevor (8655407000); Sasaki, Greg (55827066500); Cathrea, Colin (6505507491); Holm, Michael (26025035400)","8655407000; 55827066500; 6505507491; 26025035400","Pressure test planning to prevent internal corrosion by residual fluids","2012","Proceedings of the Biennial International Pipeline Conference, IPC","2","","","407","413","6","4","10.1115/IPC2012-90308","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84882323954&doi=10.1115%2fIPC2012-90308&partnerID=40&md5=8ab8a5639a54069233962dc41db825bf","Conference paper","Final","","Scopus","2-s2.0-84882323954"
"Fu J.-P.; Ma G.-Y.","Fu, Jun-Peng (55164021800); Ma, Gui-Yang (7202152196)","55164021800; 7202152196","Numerical simulation of water-thermal coupling of porous frozen-soil around buried pipeline in saturated water frozen-soil area","2011","Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition","26","6","","66","69+82","","1","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84859232545&partnerID=40&md5=3d160f02a5795bdab3d39d5654a41955","Article","Final","","Scopus","2-s2.0-84859232545"
"Li Y.; Zheng J.; Juan D.; Liu Y.; Chen P.","Li, Yunjie (55827207900); Zheng, Juan (55828091100); Juan, Dongjie (55827050400); Liu, Yanshuang (55828147100); Chen, Pengchao (58611542400)","55827207900; 55828091100; 55827050400; 55828147100; 58611542400","Development of industry standard for pipeline security pre-warning technology","2012","Proceedings of the Biennial International Pipeline Conference, IPC","4","","","757","762","5","0","10.1115/IPC2012-90075","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84882383895&doi=10.1115%2fIPC2012-90075&partnerID=40&md5=f68f05ad875de4f65430787e04ec97d3","Conference paper","Final","","Scopus","2-s2.0-84882383895"
"","","","Actions needed to enhance pipeline security","2011","Pipeline Safety and Security","","","","117","137","20","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84946926205&partnerID=40&md5=d2eb431a2054abb6bbb68fae90fdae9b","Book chapter","Final","","Scopus","2-s2.0-84946926205"
"Anon","Anon (1)","1","Chechnya closes Baku-Novorossiisk export pipeline","1999","Oil and Gas Journal","97","16","","35","36","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-0033116110&partnerID=40&md5=048d64c0334cbe808261d6356a090382","Article","Final","","Scopus","2-s2.0-0033116110"
"Ozanne H.S.","Ozanne, Hal S. (55828354000)","55828354000","Leak detection","2011","Pipeline Planning and Construction Field Manual","","","","305","318","13","0","10.1016/B978-0-12-383867-4.00014-1","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84882467896&doi=10.1016%2fB978-0-12-383867-4.00014-1&partnerID=40&md5=2243a1dbdff1d08ac1cc75fb6545adf7","Book chapter","Final","","Scopus","2-s2.0-84882467896"
"Dylan Powell W.","Dylan Powell, William (13007871300)","13007871300","Outsourcing helps balance data security, efficiency and economics","2005","Pipeline and Gas Journal","232","2","","30","","","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-33646024630&partnerID=40&md5=d27a4628904a42038aeab2f58e5dc082","Note","Final","","Scopus","2-s2.0-33646024630"
"Ma Y.; Tan D.; Cai Y.; Zhou Y.","Ma, Yunbin (44661572100); Tan, Dongjie (35111859800); Cai, Yongjun (59825077700); Zhou, Yan (58606832600)","44661572100; 35111859800; 59825077700; 58606832600","Research on fiber sensing technology applied to oil-gas pipeline security monitoring","2013","Rio Pipeline Conference and Exposition, Technical Papers","2013-September","","","","","","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85044679955&partnerID=40&md5=072c16e5f515508c8cf0d70da8cee7b4","Conference paper","Final","","Scopus","2-s2.0-85044679955"
"","","","New products: Pipeline security system","2006","World Oil","227","12","","99","","","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-33846014319&partnerID=40&md5=1f5ec48501b2191f9f17b9cf8b24f6e0","Note","Final","","Scopus","2-s2.0-33846014319"
"Munshi D.","Munshi, Deepak (7004737194)","7004737194","Pipelines have help available to safeguard their SCADA systems","2003","Pipeline and Gas Journal","230","3","","58","61","3","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-0038341790&partnerID=40&md5=33df882271cd0a3e09fbf891eb216717","Review","Final","","Scopus","2-s2.0-0038341790"
"","","","Iran to Pakistan pipeline deal signed","2009","Pipeline and Gas Journal","236","7","","","","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85118092088&partnerID=40&md5=e0c391e240a490d233b455f9d50c17e8","Note","Final","","Scopus","2-s2.0-85118092088"
"Liu H.","Liu, Henry (7409754993)","7409754993","Transporting freight containers by pneumatic capsule pipelines: Security and other issues","2006","Global Pipeline Monthly","2","10","","","","","1","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-33751295541&partnerID=40&md5=3264d58a6091baa5ef37d891db60c636","Article","Final","","Scopus","2-s2.0-33751295541"
"","","","Switzerland: Nord Stream prepares for munitions clearance in Baltic Sea","2009","Global Pipeline Monthly","5","9","","","","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-73549099129&partnerID=40&md5=8f698692f255fddbca4c5cf331286125","Article","Final","","Scopus","2-s2.0-73549099129"
"Zhuang X.; Wang J.; Deng Y.; Huang T.; Yao J.; Tian P.","Zhuang, Xuye (24172097700); Wang, Junpu (53865633400); Deng, Yonggang (55237494900); Huang, Tao (53864775100); Yao, Jun (55612139400); Tian, Peng (57206273251)","24172097700; 53865633400; 55237494900; 53864775100; 55612139400; 57206273251","Optical fiber sensing technologies for pipeline leakage detection","2011","Guangxue Jishu/Optical Technique","37","5","","543","550","7","12","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-80054786747&partnerID=40&md5=798cca3c194369039859ec6f71a499f2","Article","Final","","Scopus","2-s2.0-80054786747"
"Hao J.; Dong B.; Varghese P.; Phua J.; Foo S.F.","Hao, Jianzhong (7202839506); Dong, Bo (26422948800); Varghese, Paulose (15519821700); Phua, Jiliang (55177117600); Foo, Siang Fook (24773129000)","7202839506; 26422948800; 15519821700; 55177117600; 24773129000","An armored-cable-based fiber Bragg grating sensor array for perimeter fence intrusion detection","2012","Proceedings of SPIE - The International Society for Optical Engineering","8332","","83320B","","","","3","10.1117/12.918980","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84859476222&doi=10.1117%2f12.918980&partnerID=40&md5=493809de097b1bbd20ccc82f56f6b962","Conference paper","Final","","Scopus","2-s2.0-84859476222"
"Watkins E.","Watkins, Eric (55900278400)","55900278400","Iraq to benefit from higher oil revenues, report says","2008","Oil and Gas Journal","106","6","","32","33","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-39649099585&partnerID=40&md5=8f117e04e8c94dcf1c6ba504cd0c199f","Article","Final","","Scopus","2-s2.0-39649099585"
"Rosner K.","Rosner, Kelvin (6701730580)","6701730580","Security in insecure times","2003","Petroleum Economist","70","2","","21","22","1","2","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-0037319463&partnerID=40&md5=04a1e370ee6231beb1642539402ce20e","Article","Final","","Scopus","2-s2.0-0037319463"
"Wu Y.; Sheng Y.; Wang Y.; Jin H.; Chen W.","Wu, Yaping (55967561400); Sheng, Yu (8930780100); Wang, Yong (57200064289); Jin, Huijun (7403073372); Chen, Wu (56092907900)","55967561400; 8930780100; 57200064289; 7403073372; 56092907900","Stresses and deformations in a buried oil pipeline subject to differential frost heave in permafrost regions","2010","Cold Regions Science and Technology","64","3","","256","261","5","58","10.1016/j.coldregions.2010.07.004","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-78149452289&doi=10.1016%2fj.coldregions.2010.07.004&partnerID=40&md5=0b005584861406c6a3a7d92aec1e4d78","Article","Final","","Scopus","2-s2.0-78149452289"
"","","","Georgia and Azerbaijan continue talks on Baku-Ceyhan","2000","Middle East Economic Survey","43","10","","A15","A16","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-0034611182&partnerID=40&md5=78ff6a37b29915e49e7d0250927359ed","Article","Final","","Scopus","2-s2.0-0034611182"
"Zimmerman S.R.","Zimmerman, Stephen R. (7202235010)","7202235010","Pipeline security: 10 quick questions for hiring a security consultant","2003","Gas Utility Manager","47","6","","12","13","1","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-0037393578&partnerID=40&md5=d1ad6c57c8a34b5bff7dd60c5c8f3a98","Review","Final","","Scopus","2-s2.0-0037393578"
"Li G.-H.; Jiaozhi; Shijun","Li, Guo-Hong (55714233200); Jiaozhi (35773523400); Shijun (34977482600)","55714233200; 35773523400; 34977482600","A pipeline security monitoring system designed Based on the ADSP-BF533","2009","ICINIS 2009 - Proceedings of the 2nd International Conference on Intelligent Networks and Intelligent Systems","","","5366176","1","3","2","1","10.1109/ICINIS.2009.9","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-77949498425&doi=10.1109%2fICINIS.2009.9&partnerID=40&md5=8a977ba85917ab7656e3f554d42a4920","Conference paper","Final","","Scopus","2-s2.0-77949498425"
"","","","Transportation - Quick takes: Georgian section of BTC pipeline opens","2005","Oil and Gas Journal","103","40","","10","","","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85117427804&partnerID=40&md5=d60543cef5d0fde0f4a36070288173d4","Note","Final","","Scopus","2-s2.0-85117427804"
"Zheng J.; Zhao J.; Shui B.; Wu K.; Zhang L.","Zheng, Juan (55828091100); Zhao, Jinyun (53980746700); Shui, Biyuan (35111771900); Wu, Kaixuan (57225872174); Zhang, Lili (55827608700)","55828091100; 53980746700; 35111771900; 57225872174; 55827608700","Analysis of primary standards for pipeline operation safety and security in China","2012","Proceedings of the Biennial International Pipeline Conference, IPC","4","","","763","769","6","0","10.1115/IPC2012-90076","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84882360821&doi=10.1115%2fIPC2012-90076&partnerID=40&md5=88df499e112fae5f35e7f6cd55337f3f","Conference paper","Final","","Scopus","2-s2.0-84882360821"
"Liu J.; Wang H.; Hao J.; Chen P.; Ai M.","Liu, Jianping (59875300900); Wang, Hongju (57196432609); Hao, Jianbin (57199847032); Chen, Pengchao (58611542400); Ai, Muyang (56035143300)","59875300900; 57196432609; 57199847032; 58611542400; 56035143300","Study on buried pipeline security and early-warning system in landslide area based on fiber bragg grating sensors","2009","Proceedings of the Biennial International Pipeline Conference, IPC","1","","","587","590","3","0","10.1115/IPC2008-64199","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-70350026430&doi=10.1115%2fIPC2008-64199&partnerID=40&md5=81998daaa3ad2a8a7a57a64c41183b8b","Conference paper","Final","","Scopus","2-s2.0-70350026430"
"Fraser Timothy; Badger Lee","Fraser, Timothy (7006257593); Badger, Lee (56894429300)","7006257593; 56894429300","Ensuring continuity during dynamic security policy reconfiguration in DTE","1998","Proceedings of the IEEE Computer Society Symposium on Research in Security and Privacy","","","","15","26","11","9","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-0031703267&partnerID=40&md5=4634c2c2991ca0eeff8201d452adaf2d","Conference paper","Final","","Scopus","2-s2.0-0031703267"
"Fielding A.","Fielding, Adrian (55354265500)","55354265500","Pipeline security: New technology for today's demanding environment","2012","Pipeline and Gas Journal","239","5","","","","4","1","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-84865994655&partnerID=40&md5=67d008441d58eafeb25baa596b16d758","Article","Final","","Scopus","2-s2.0-84865994655"
"","","","Quick takes: Concerns are rising over...","2003","Oil and Gas Journal","101","4","","9","","","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85117534224&partnerID=40&md5=d262894e19a8c6365df03db37fc50d11","Note","Final","","Scopus","2-s2.0-85117534224"
"","","","Pipeline security: TSA has taken actions to help strengthen security, but could improve priority-setting and assessment processes","2011","Pipeline Safety and Security","","","","23","70","47","0","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-85047896539&partnerID=40&md5=f1e0ceb17879689464ce50f1b457353f","Book chapter","Final","","Scopus","2-s2.0-85047896539"
"Chen F.; Shuai J.","Chen, Fulai (22233304400); Shuai, Jian (7005124607)","22233304400; 7005124607","Research discussion of decompression behavior of high-pressure natural gas during pipeline fracture","2006","Natural Gas Industry","26","11","","A20,136","139","","2","","https://scopus.ufro.elogim.com/inward/record.uri?eid=2-s2.0-33845601759&partnerID=40&md5=adcd8e39bddb0544240106688293e016","Article","Final","","Scopus","2-s2.0-33845601759"
